Customer ID,Frequency,Monetary,Recency,Cluster
12472.0,26,10727.210000000001,4,3
12474.0,25,4849.9800000000005,3,3
12475.0,1,426.26,44,0
12476.0,18,7137.54,9,0
12477.0,3,7056.63,34,0
12480.0,4,2153.4700000000003,34,0
12481.0,8,6626.17,0,0
12482.0,32,21893.53,84,3
12483.0,14,2496.34,13,0
12484.0,8,1806.93,112,0
12485.0,1,708.1,164,1
12486.0,1,1037.28,66,0
12487.0,2,259.8,365,1
12490.0,12,4400.71,13,0
12492.0,1,452.0,38,0
12494.0,5,604.17,0,0
12495.0,2,323.4,269,1
12496.0,2,45.34,255,1
12497.0,3,5168.650000000001,35,0
12499.0,1,393.72,195,1
12500.0,12,1666.04,70,0
12503.0,1,1126.0,219,1
12504.0,2,297.0,52,0
12505.0,2,912.5,28,0
12507.0,1,539.25,219,1
12510.0,14,2706.76,94,0
12511.0,2,3065.77,49,0
12514.0,1,580.08,276,1
12516.0,2,1336.56,65,0
12519.0,2,354.35,99,0
12523.0,17,2455.48,9,0
12524.0,10,6605.64,23,0
12525.0,8,835.1800000000001,126,0
12527.0,2,386.8,129,0
12529.0,2,311.78000000000003,157,1
12530.0,7,2066.23,44,0
12531.0,2,1773.83,315,1
12533.0,6,1149.99,253,1
12537.0,1,732.94,43,0
12538.0,1,276.5,13,0
12539.0,3,5646.400000000001,85,0
12540.0,17,8798.25,13,0
12542.0,4,423.38,119,0
12543.0,1,980.25,83,0
12547.0,1,175.78,135,0
12549.0,6,1575.68,210,1
12553.0,3,896.57,20,0
12554.0,1,468.5,83,0
12555.0,1,129.23,317,1
12557.0,4,6725.18,6,0
12562.0,2,1185.18,20,0
12563.0,1,249.24,43,0
12567.0,8,4278.88,2,0
12568.0,1,70.0,279,1
12570.0,1,77.52,317,1
12573.0,4,556.87,16,0
12575.0,2,622.82,92,0
12576.0,5,776.89,27,0
12577.0,5,990.5,16,0
12578.0,3,1819.0900000000001,20,0
12580.0,1,637.2,211,1
12582.0,2,1469.04,57,0
12583.0,14,7157.56,8,0
12586.0,4,1848.73,3,0
12588.0,4,724.0799999999999,34,0
12589.0,9,2447.49,49,0
12590.0,2,-7.9,136,0
12591.0,2,886.1,25,0
12592.0,6,715.02,154,1
12594.0,6,1724.29,13,0
12595.0,1,299.02,139,1
12598.0,6,1411.99,70,0
12599.0,6,1264.14,16,0
12600.0,16,2374.75,6,0
12601.0,1,104.2,39,0
12605.0,5,1225.45,0,0
12606.0,1,21.0,317,1
12608.0,1,415.79,39,0
12609.0,7,2291.01,9,0
12613.0,7,3354.84,23,0
12615.0,7,3273.69,48,0
12616.0,2,388.1,17,0
12619.0,1,140.14,195,1
12621.0,22,10967.24,0,3
12623.0,8,3334.7400000000002,51,0
12625.0,2,2481.06,144,1
12629.0,2,1558.22,20,0
12631.0,6,2811.77,66,0
12632.0,4,738.88,155,1
12633.0,5,3454.58,17,0
12634.0,2,490.0,170,1
12635.0,2,1241.23,27,0
12636.0,1,141.0,373,1
12637.0,4,2280.91,13,0
12638.0,1,249.8,274,1
12639.0,2,826.27,69,0
12643.0,8,4490.66,20,0
12644.0,5,1337.63,65,0
12645.0,5,1743.72,44,0
12647.0,35,14012.87,2,3
12648.0,4,778.95,69,0
12649.0,7,1634.99,0,0
12651.0,4,251.3,13,0
12652.0,1,97.05000000000001,69,0
12653.0,1,1950.98,161,1
12655.0,1,261.35,58,0
12656.0,4,2338.06,60,0
12661.0,1,162.0,71,0
12662.0,11,3132.09,8,0
12663.0,3,204.0,259,1
12664.0,2,1188.16,149,1
12665.0,3,239.7,52,0
12666.0,1,1248.42,29,0
12668.0,6,7575.88,13,0
12670.0,2,764.24,20,0
12671.0,1,2622.481,241,1
12672.0,2,184.6,224,1
12673.0,1,619.5,36,0
12675.0,4,933.55,188,1
12676.0,6,1441.7,43,0
12677.0,3,389.3,190,1
12678.0,10,16262.87,10,0
12681.0,30,16874.170000000002,2,3
12682.0,24,11657.59,0,3
12683.0,9,4197.51,0,0
12686.0,1,89.14,6,0
12687.0,2,2138.91,115,0
12691.0,1,134.6,55,0
12692.0,1,110.95,272,1
12693.0,5,809.46,31,0
12694.0,2,969.78,50,0
12695.0,3,825.02,163,1
12696.0,3,801.15,69,0
12698.0,1,339.75,225,1
12699.0,1,638.11,52,0
12701.0,4,1648.7,164,1
12703.0,5,617.48,268,1
12705.0,8,4739.76,9,0
12706.0,1,-91.89,317,1
12708.0,15,2501.84,3,0
12709.0,30,20769.63,1,3
12711.0,2,1339.05,246,1
12712.0,14,2738.03,0,0
12714.0,7,9384.85,23,0
12717.0,1,277.93,225,1
12720.0,13,2334.6,4,0
12721.0,4,1277.7,0,0
12724.0,3,1286.11,18,0
12725.0,4,2266.76,6,0
12726.0,4,1405.5,22,0
12727.0,3,1698.8300000000002,77,0
12728.0,1,233.84,18,0
12730.0,1,829.25,156,1
12731.0,5,6879.8,77,0
12733.0,5,1942.8700000000001,24,0
12734.0,2,529.25,9,0
12737.0,2,3710.5,133,0
12738.0,1,155.35,7,0
12739.0,2,1713.69,20,0
12741.0,2,406.07,164,1
12742.0,2,1185.02,234,1
12744.0,4,4037.77,94,0
12745.0,3,925.41,121,0
12746.0,3,230.85,162,1
12747.0,22,4949.08,4,0
12748.0,159,20491.27,0,3
12749.0,8,2460.29,20,0
12751.0,1,268.27,79,0
12755.0,19,4203.15,0,0
12758.0,6,6987.41,94,0
12759.0,5,3489.3,21,0
12760.0,1,347.8,90,0
12761.0,2,782.95,92,0
12763.0,1,320.08,4,0
12765.0,6,1404.58,107,0
12766.0,5,3036.8,1,0
12767.0,1,949.82,10,0
12768.0,2,0.0,66,0
12770.0,6,1624.5,34,0
12771.0,2,262.5,99,0
12773.0,2,1.7763568394002505e-15,199,1
12774.0,1,98.7,170,1
12775.0,2,300.08000000000004,23,0
12776.0,1,55.5,302,1
12777.0,1,519.45,92,0
12778.0,3,953.4499999999999,31,0
12779.0,10,2538.06,6,0
12780.0,1,337.4,233,1
12782.0,8,2252.7200000000003,9,0
12784.0,1,1230.33,164,1
12785.0,3,773.6,170,1
12786.0,1,728.5000000000001,244,1
12787.0,2,395.52,48,0
12788.0,4,444.90000000000003,98,0
12789.0,2,181.5,147,1
12790.0,2,238.53,42,0
12791.0,8,585.1500000000001,8,0
12792.0,2,413.34,169,1
12793.0,2,471.85,6,0
12796.0,1,381.0,263,1
12797.0,4,531.28,0,0
12798.0,1,1533.89,56,0
12799.0,1,219.35,164,1
12800.0,3,584.25,105,0
12801.0,2,1031.8700000000001,112,0
12802.0,7,1937.84,77,0
12803.0,1,1092.81,28,0
12804.0,2,325.37,100,0
12805.0,4,1434.95,16,0
12806.0,4,2878.96,70,0
12807.0,3,269.95,17,0
12808.0,3,422.45,3,0
12809.0,6,1220.98,188,1
12810.0,2,534.99,169,1
12811.0,2,519.0500000000001,13,0
12813.0,3,1687.8,136,0
12817.0,2,524.94,34,0
12819.0,1,540.52,93,0
12820.0,9,1705.6,32,0
12821.0,1,128.08,246,1
12823.0,13,4742.0,29,0
12825.0,2,518.63,156,1
12826.0,8,1460.57,0,0
12829.0,1,92.3,185,1
12831.0,2,236.06,98,0
12835.0,49,5972.19,53,3
12836.0,13,3910.2200000000003,24,0
12837.0,1,528.5600000000001,204,1
12838.0,11,2672.3,8,0
12839.0,16,4344.21,2,0
12840.0,5,1299.6,72,0
12841.0,18,3468.36,4,0
12842.0,2,799.0,39,0
12843.0,25,4659.8,17,3
12844.0,2,322.64,77,0
12846.0,1,15.58,317,1
12847.0,1,765.36,22,0
12848.0,1,208.0,310,1
12849.0,4,2032.18,16,0
12850.0,1,330.0,80,0
12851.0,1,148.95,112,0
12853.0,7,1846.8,56,0
12854.0,6,1618.42,196,1
12855.0,4,612.84,7,0
12857.0,5,2577.85,71,0
12858.0,2,121.08,18,0
12859.0,1,575.1,93,0
12860.0,1,54.22,328,1
12861.0,1,68.25,254,1
12862.0,2,984.62,60,0
12863.0,5,2271.35,14,0
12864.0,1,152.45,143,1
12865.0,2,1755.24,13,0
12866.0,2,668.23,109,0
12867.0,6,3819.92,32,0
12868.0,3,640.0,8,0
12869.0,1,337.66999999999996,316,1
12870.0,4,1662.05,1,0
12871.0,1,363.38,74,0
12872.0,12,3055.37,0,0
12873.0,2,1653.3,32,0
12874.0,3,933.42,20,0
12875.0,3,1013.7600000000001,106,0
12876.0,3,1850.5700000000002,29,0
12877.0,8,1406.3700000000001,36,0
12880.0,2,640.13,16,0
12887.0,1,222.4,18,0
12889.0,6,365.66,16,0
12890.0,1,329.3,22,0
12891.0,9,488.5,93,0
12892.0,1,263.38,31,0
12894.0,1,157.35,210,1
12896.0,1,-29.75,365,1
12897.0,2,297.75,16,0
12898.0,2,296.21,98,0
12899.0,1,366.4,48,0
12900.0,1,340.33000000000004,57,0
12903.0,1,833.5300000000001,63,0
12905.0,3,1011.82,211,1
12907.0,3,440.36,30,0
12908.0,3,1026.0,15,0
12909.0,5,905.94,57,0
12910.0,6,2671.98,14,0
12911.0,1,1651.72,186,1
12913.0,9,4217.23,3,0
12914.0,1,223.98,35,0
12915.0,7,721.2,7,0
12916.0,3,1534.78,77,0
12917.0,7,3735.5,35,0
12918.0,3,-10953.5,261,1
12920.0,3,323.86,206,1
12921.0,55,18249.71,1,3
12923.0,2,597.6,25,0
12924.0,9,1493.2,27,0
12925.0,1,35.28,227,1
12926.0,4,1523.97,46,0
12927.0,1,197.31,29,0
12928.0,7,2242.19,13,0
12931.0,51,37836.86,15,3
12932.0,8,1698.56,174,1
12933.0,7,970.6,15,0
12934.0,1,181.65,371,1
12935.0,11,2025.56,9,0
12937.0,5,1593.34,98,0
12939.0,12,13683.0,14,0
12941.0,1,377.49,359,1
12942.0,1,258.75,0,0
12943.0,3,492.75,28,0
12945.0,1,437.16,291,1
12946.0,1,324.45,71,0
12947.0,1,304.04,8,0
12948.0,2,252.48,365,1
12949.0,18,11247.98,17,0
12951.0,12,2122.35,9,0
12953.0,1,498.96,157,1
12954.0,1,162.45,273,1
12956.0,3,413.82,319,1
12957.0,9,4649.38,176,1
12958.0,2,467.34,35,0
12959.0,2,133.35,119,0
12960.0,4,1322.0700000000002,48,0
12961.0,1,211.99,14,0
12963.0,6,1671.76,0,0
12964.0,1,132.24,72,0
12967.0,2,2646.02,6,0
12969.0,1,122.45,237,1
12970.0,6,1048.13,15,0
12971.0,34,4552.4800000000005,1,3
12972.0,6,1115.95,48,0
12973.0,1,385.55,48,0
12974.0,1,264.15,200,1
12975.0,8,1993.99,65,0
12976.0,7,2417.78,13,0
12977.0,3,474.64,136,0
12978.0,6,2496.07,20,0
12979.0,2,479.54,364,1
12980.0,14,8817.33,14,0
12982.0,15,2184.92,23,0
12983.0,1,490.08,233,1
12986.0,12,1998.3400000000001,37,0
12987.0,3,753.51,55,0
12989.0,20,5992.29,59,0
12990.0,4,546.0,52,0
12991.0,1,261.06,24,0
12992.0,1,93.35,360,1
12993.0,6,776.5,58,0
12996.0,1,355.5,10,0
12997.0,9,867.1700000000001,23,0
12998.0,4,897.38,127,0
13000.0,2,430.15,205,1
13001.0,22,14241.53,39,3
13002.0,2,293.18,51,0
13004.0,24,5530.56,21,3
13005.0,3,466.08,62,0
13007.0,1,175.25,214,1
13008.0,5,364.81,32,0
13009.0,1,234.0,307,1
13010.0,2,330.12,9,0
13011.0,1,50.550000000000004,7,0
13012.0,4,1279.56,64,0
13013.0,18,7814.83,6,0
13014.0,2,1855.4,62,0
13015.0,9,3119.44,63,0
13018.0,8,2470.06,36,0
13019.0,8,1212.95,14,0
13020.0,5,606.96,183,1
13021.0,13,2201.98,0,0
13022.0,1,65.3,64,0
13023.0,1,759.13,163,1
13024.0,3,535.42,99,0
13025.0,1,323.39,366,1
13026.0,5,753.97,123,0
13027.0,17,10140.0,20,0
13029.0,2,679.8,9,0
13030.0,1,402.36,3,0
13031.0,5,3292.84,42,0
13032.0,8,1793.48,27,0
13033.0,1,30.0,64,0
13034.0,2,279.91,4,0
13035.0,1,442.32,66,0
13036.0,1,307.1,319,1
13037.0,13,2961.48,34,0
13039.0,4,1010.73,219,1
13041.0,4,799.13,85,0
13042.0,4,1454.84,219,1
13044.0,12,4257.88,127,0
13045.0,2,503.64,36,0
13046.0,1,319.94,91,0
13047.0,27,5387.62,8,3
13048.0,8,2210.67,71,0
13049.0,3,727.46,24,0
13050.0,30,6107.83,1,3
13051.0,2,155.8,213,1
13052.0,6,2771.18,55,0
13053.0,1,127.65,256,1
13054.0,1,-14.0,317,1
13055.0,2,1090.55,44,0
13056.0,1,209.48,186,1
13057.0,4,528.24,165,1
13059.0,11,2077.82,48,0
13063.0,1,188.4,115,0
13064.0,2,561.25,185,1
13065.0,6,1050.1000000000001,8,0
13067.0,2,393.05,44,0
13069.0,17,4968.15,4,0
13070.0,4,515.1,94,0
13071.0,1,129.22,247,1
13073.0,2,418.08,46,0
13074.0,5,1362.8400000000001,146,1
13076.0,1,135.4,92,0
13077.0,11,2301.85,1,0
13078.0,53,16451.55,1,3
13079.0,1,199.08,52,0
13080.0,4,202.75,36,0
13081.0,25,30363.670000000002,6,3
13082.0,15,3673.44,59,0
13083.0,1,91.67999999999999,60,0
13084.0,2,116.44999999999999,122,0
13085.0,7,1187.08,55,0
13086.0,1,439.33000000000004,17,0
13087.0,1,313.64,361,1
13088.0,1,236.11,52,0
13089.0,132,55801.73,3,2
13090.0,15,5078.94,0,0
13091.0,4,-450.03999999999996,364,1
13092.0,9,1547.5,49,0
13093.0,76,46332.26,8,3
13094.0,2,505.80000000000007,3,0
13096.0,1,419.7000000000001,29,0
13097.0,26,6910.49,23,3
13100.0,1,-1598.67,259,1
13101.0,3,594.21,133,0
13102.0,16,5103.83,0,0
13103.0,2,465.70000000000005,72,0
13104.0,3,610.62,50,0
13105.0,1,72.0,71,0
13106.0,1,526.96,48,0
13107.0,10,3585.55,44,0
13108.0,2,748.46,7,0
13109.0,2,340.74,184,1
13110.0,6,1443.3,72,0
13111.0,1,321.88000000000005,353,1
13112.0,3,-5.440000000000004,176,1
13113.0,22,6067.5599999999995,1,0
13114.0,1,234.38,365,1
13115.0,10,3168.82,1,0
13117.0,13,1657.2,0,0
13118.0,5,1209.1,11,0
13119.0,1,134.9,303,1
13123.0,2,506.75,107,0
13124.0,1,885.33,20,0
13125.0,1,148.62,158,1
13126.0,11,1846.18,1,0
13128.0,1,263.5,266,1
13129.0,2,233.25,87,0
13131.0,4,2240.4700000000003,53,0
13133.0,1,90.65,94,0
13134.0,2,681.65,37,0
13135.0,1,275.45,126,0
13136.0,14,3532.42,0,0
13137.0,8,3983.65,21,0
13138.0,3,492.1,7,0
13139.0,1,3138.04,72,0
13140.0,3,790.71,1,0
13141.0,15,5138.33,20,0
13143.0,2,399.2,217,1
13144.0,1,24.4,66,0
13145.0,4,805.0,7,0
13148.0,19,4674.99,24,0
13150.0,4,435.02,105,0
13151.0,3,1145.79,260,1
13152.0,9,2114.98,52,0
13154.0,4,1609.29,34,0
13155.0,3,778.4200000000001,3,0
13156.0,3,1586.54,20,0
13157.0,5,3946.14,44,0
13158.0,1,307.12,23,0
13161.0,1,359.38,135,0
13162.0,14,7471.95,15,0
13163.0,2,0.0,245,1
13164.0,3,297.46000000000004,204,1
13165.0,1,429.68,48,0
13166.0,1,458.73,49,0
13167.0,1,333.82,25,0
13168.0,1,541.14,177,1
13169.0,1,127.2,197,1
13172.0,1,69.6,35,0
13173.0,12,2193.26,2,0
13174.0,10,6621.6,4,0
13175.0,4,793.1,189,1
13177.0,1,229.75,65,0
13178.0,14,8272.42,32,0
13179.0,1,572.3100000000001,253,1
13180.0,1,86.10000000000001,242,1
13181.0,1,359.69,16,0
13183.0,9,3053.1000000000004,29,0
13187.0,4,86.64,259,1
13190.0,4,518.76,179,1
13191.0,1,164.69,293,1
13192.0,6,1632.59,153,1
13194.0,1,412.08,56,0
13195.0,1,136.73,49,0
13196.0,4,1261.8600000000001,78,0
13197.0,1,373.01000000000005,244,1
13198.0,4,1528.19,20,0
13199.0,31,6601.02,1,3
13201.0,4,1233.06,137,0
13202.0,8,1571.3500000000001,13,0
13203.0,7,1761.09,21,0
13204.0,1,966.6600000000001,366,1
13205.0,1,2803.2,78,0
13206.0,15,8211.0,35,0
13207.0,2,285.6,86,0
13208.0,3,758.65,84,0
13209.0,5,2617.9,149,1
13211.0,9,1500.9,16,0
13213.0,8,2316.19,13,0
13214.0,7,3264.23,52,0
13215.0,1,81.6,37,0
13217.0,1,132.5,290,1
13219.0,1,76.23,253,1
13220.0,1,516.8,210,1
13222.0,1,88.5,212,1
13223.0,4,805.92,58,0
13225.0,9,9796.23,56,0
13226.0,1,204.25,28,0
13230.0,17,3457.83,0,0
13231.0,1,-355.2,181,1
13233.0,2,571.34,55,0
13234.0,2,346.5,307,1
13237.0,1,643.0,22,0
13238.0,2,305.9,65,0
13239.0,5,1250.28,72,0
13240.0,6,958.86,0,0
13241.0,1,112.53,46,0
13242.0,4,429.0,86,0
13243.0,4,635.26,84,0
13245.0,1,558.72,67,0
13246.0,7,1345.68,28,0
13249.0,6,897.52,36,0
13250.0,3,245.59,87,0
13251.0,1,252.68,37,0
13252.0,3,341.3,29,0
13253.0,2,1920.71,65,0
13254.0,1,51.41,11,0
13255.0,2,504.95,8,0
13257.0,3,117.95,62,0
13258.0,2,336.59999999999997,14,0
13259.0,8,1119.36,32,0
13262.0,2,373.16,24,0
13263.0,4,1239.27,28,0
13264.0,1,722.5600000000001,77,0
13266.0,11,2247.63,30,0
13267.0,25,5107.77,1,3
13269.0,14,3545.47,4,0
13270.0,1,590.0,1,0
13274.0,1,360.85,44,0
13275.0,2,238.86,18,0
13276.0,5,1280.28,32,0
13277.0,3,264.9,15,0
13278.0,4,885.47,34,0
13280.0,5,1469.3700000000001,14,0
13281.0,3,306.45,72,0
13282.0,1,181.05,41,0
13283.0,2,279.7,202,1
13285.0,2,655.47,235,1
13286.0,1,734.91,235,1
13287.0,7,519.67,218,1
13288.0,6,892.16,78,0
13289.0,1,307.95,358,1
13290.0,3,-208.63,65,0
13291.0,10,2909.68,49,0
13292.0,4,408.85,45,0
13293.0,7,1180.34,27,0
13294.0,1,815.79,281,1
13295.0,8,860.07,7,0
13296.0,5,705.11,58,0
13297.0,4,2262.82,20,0
13299.0,4,1030.8,48,0
13300.0,3,901.9200000000001,23,0
13302.0,1,95.45,161,1
13303.0,1,61.72,35,0
13304.0,6,820.37,83,0
13305.0,7,1751.75,7,0
13306.0,1,53.65,65,0
13307.0,2,258.34,122,0
13308.0,1,284.86,231,1
13309.0,1,249.58,27,0
13310.0,2,409.17,15,0
13312.0,1,124.75,86,0
13313.0,10,1867.95,114,0
13315.0,1,310.26000000000005,324,1
13316.0,7,7085.49,27,0
13317.0,22,3928.4610000000002,14,0
13319.0,45,11041.75,0,3
13320.0,3,669.25,63,0
13324.0,11,3348.57,63,0
13326.0,1,281.76,67,0
13327.0,15,6123.46,0,0
13329.0,11,4236.62,1,0
13330.0,3,1655.17,90,0
13331.0,1,262.4,36,0
13333.0,3,1015.74,46,0
13334.0,3,2692.73,171,1
13335.0,1,-955.06,175,1
13337.0,2,1548.55,153,1
13338.0,7,1791.8,168,1
13340.0,5,11364.08,52,0
13342.0,1,-14.100000000000001,217,1
13346.0,6,299.4,97,0
13353.0,1,-28.849999999999998,23,0
13357.0,4,3196.11,129,0
13359.0,2,570.7,28,0
13360.0,7,1464.1,63,0
13361.0,2,1450.5,107,0
13362.0,5,2272.08,13,0
13363.0,1,731.36,44,0
13365.0,1,-26.9,28,0
13367.0,1,510.2,66,0
13368.0,3,462.70000000000005,49,0
13369.0,1,308.28000000000003,0,0
13370.0,2,721.32,1,0
13371.0,4,2271.46,133,0
13373.0,3,4274.94,50,0
13374.0,2,422.8,49,0
13375.0,1,1013.58,79,0
13377.0,4,1495.43,31,0
13378.0,1,-756.4,57,0
13380.0,1,62.4,67,0
13381.0,8,4558.21,14,0
13382.0,4,1164.5900000000001,63,0
13383.0,1,305.28000000000003,178,1
13384.0,6,2512.81,25,0
13386.0,2,835.46,49,0
13387.0,1,186.94,52,0
13388.0,1,508.55,238,1
13392.0,1,91.14,312,1
13393.0,6,1105.85,218,1
13394.0,14,4011.08,14,0
13395.0,2,872.51,35,0
13397.0,7,1554.93,72,0
13398.0,1,213.0,83,0
13399.0,3,275.4,99,0
13400.0,2,300.93,209,1
13401.0,1,-1834.14,259,1
13402.0,3,913.9,7,0
13403.0,2,154.5,22,0
13405.0,6,624.11,108,0
13406.0,3,557.22,62,0
13407.0,6,2111.89,213,1
13408.0,57,23365.442,6,3
13409.0,1,-525.65,259,1
13410.0,5,1183.6,28,0
13412.0,1,487.35,255,1
13413.0,8,345.8,274,1
13414.0,4,1091.74,98,0
13415.0,5,665.42,107,0
13416.0,1,228.3,371,1
13417.0,5,953.0600000000001,182,1
13418.0,16,6020.02,7,0
13421.0,8,2212.84,41,0
13423.0,1,217.03,63,0
13424.0,2,557.92,79,0
13425.0,5,1738.52,143,0
13426.0,12,4526.06,17,0
13427.0,3,423.93,112,0
13428.0,2,276.76,149,1
13431.0,7,2020.14,41,0
13432.0,2,439.1,206,1
13433.0,5,656.87,72,0
13434.0,3,1132.6200000000001,20,0
13435.0,2,637.44,11,0
13438.0,1,46.5,182,1
13439.0,2,702.9,23,0
13440.0,10,1213.95,58,0
13441.0,1,424.26,66,0
13442.0,3,419.87,302,1
13443.0,7,1240.71,83,0
13444.0,2,619.08,9,0
13445.0,1,241.89999999999998,261,1
13446.0,18,3608.86,55,0
13448.0,11,4935.78,8,0
13450.0,8,2073.82,9,0
13451.0,7,4180.55,16,0
13452.0,1,139.8,107,0
13453.0,3,402.01,28,0
13454.0,1,219.87,276,1
13455.0,8,1766.47,1,0
13457.0,4,143.27,323,1
13458.0,2,2312.7000000000003,14,0
13459.0,2,1160.41,259,1
13461.0,5,2693.5,35,0
13462.0,4,1002.35,45,0
13463.0,1,-158.65,55,0
13464.0,6,2409.21,29,0
13465.0,2,931.12,81,0
13466.0,5,654.3,31,0
13468.0,49,7419.860000000001,3,3
13469.0,1,82.4,288,1
13472.0,2,592.24,98,0
13473.0,7,1993.44,209,1
13474.0,2,419.75,78,0
13476.0,3,823.0,41,0
13477.0,5,1364.5900000000001,90,0
13478.0,7,2068.03,104,0
13479.0,4,517.5,84,0
13480.0,2,627.82,51,0
13481.0,7,2022.03,3,0
13482.0,1,151.45,262,1
13484.0,3,453.52,18,0
13485.0,14,2503.68,11,0
13487.0,2,271.47,140,0
13488.0,13,6603.12,2,0
13490.0,1,154.25,289,1
13491.0,18,3350.7400000000002,7,0
13495.0,9,3256.4900000000002,1,0
13497.0,6,945.2800000000001,3,0
13498.0,1,327.38,365,1
13500.0,1,299.53,36,0
13501.0,3,1529.79,121,0
13502.0,3,482.6,45,0
13503.0,11,1530.54,114,0
13506.0,6,1156.83,4,0
13508.0,1,176.07999999999998,277,1
13509.0,1,135.0,142,1
13510.0,12,2703.23,10,0
13511.0,2,244.61,118,0
13512.0,3,462.18,22,0
13513.0,3,591.89,76,0
13514.0,3,663.7,63,0
13515.0,2,374.7,84,0
13516.0,1,295.85,52,0
13519.0,1,220.46,77,0
13520.0,8,3192.9,6,0
13523.0,2,1136.64,1,0
13526.0,4,942.6,373,1
13527.0,6,2288.98,53,0
13528.0,1,-40.0,317,1
13530.0,1,402.98,269,1
13531.0,5,1254.72,1,0
13534.0,17,1711.42,9,0
13535.0,1,89.5,37,0
13537.0,2,717.85,60,0
13538.0,5,1822.28,31,0
13539.0,5,925.42,55,0
13540.0,3,632.39,102,0
13541.0,3,717.9,58,0
13542.0,18,3924.09,11,0
13543.0,2,1439.61,269,1
13544.0,5,505.64,46,0
13545.0,3,337.64,25,0
13546.0,2,465.15,17,0
13547.0,1,167.08,43,0
13548.0,1,223.28,106,0
13549.0,1,87.6,22,0
13550.0,1,342.55,18,0
13551.0,1,152.39999999999998,301,1
13552.0,16,3049.1,44,0
13553.0,1,499.6,309,1
13554.0,10,1547.46,15,0
13555.0,12,4700.11,13,0
13556.0,2,200.82,64,0
13557.0,14,2396.02,29,0
13559.0,2,990.0,147,1
13561.0,10,1661.54,32,0
13562.0,5,3038.85,36,0
13564.0,50,14948.8,3,3
13565.0,1,174.57999999999998,46,0
13566.0,3,831.76,69,0
13567.0,5,1074.19,63,0
13569.0,3,497.74,2,0
13571.0,14,2448.32,17,0
13573.0,4,614.27,14,0
13574.0,1,404.45,46,0
13576.0,13,4812.85,8,0
13577.0,9,1688.32,17,0
13578.0,1,147.66,44,0
13579.0,5,1068.8,4,0
13580.0,1,107.75,41,0
13581.0,1,162.53,49,0
13582.0,2,241.68,24,0
13583.0,1,664.001,314,1
13584.0,4,198.0,133,0
13585.0,4,674.46,165,1
13586.0,1,127.28,176,1
13587.0,3,961.1,84,0
13589.0,4,741.09,84,0
13590.0,14,4308.62,10,0
